"","typeH","typeN"
"NA.10309","5.46487972458416e-14","3.18562461166534e-14"
"NA.10310","2.78978164877675e-18","4.91516778793381e-18"
"NA.10311","3.94807431377896e-14","4.22403693991126e-15"
"NA.10312","2.75449831109087e-23","3.57487640783975e-23"
"NA.10313","3.82761409706381e-16","1.23663989443523e-16"
"NA.10314","2.84214712879374e-12","3.68957456599638e-12"
"NA.10315","1.7314653394886e-11","5.67438796828932e-12"
"NA.10316","4.18437238069348e-17","4.26031982765002e-17"
"NA.10317","1.05571985889528e-13","7.83886319769868e-14"
"NA.10318","1.93124741269507e-14","4.67682271139254e-14"
"NA.10319","4.99028095052992e-20","8.26236604898783e-20"
"NA.10320","2.60992145067557e-11","2.61351449564333e-12"
"NA.10321","5.00385868112448e-17","4.27398305893591e-17"
"NA.10322","3.50748741325163e-15","2.29151422703464e-15"
"NA.10323","3.48449458191157e-16","6.54315778853413e-16"
"NA.10324","1.14479830027065e-12","9.70450536261965e-13"
"NA.10325","7.60204109375777e-12","1.66893973620637e-11"
"NA.10326","8.1596455547755e-17","5.41469181631581e-17"
"NA.10327","7.45724220480703e-19","2.73216182670537e-19"
"NA.10328","4.66607575129408e-21","8.4087914703215e-21"
"NA.10329","3.48432015539697e-11","4.64764158163212e-12"
"NA.10330","2.91823785074979e-21","4.46203602225629e-21"
"NA.10331","3.0716007129874e-14","1.21458487084207e-14"
"NA.10332","6.51842634997029e-14","8.58801036014289e-13"
"NA.10333","7.85309174398403e-15","1.31994397035315e-14"
"NA.10334","1.55647285601068e-13","1.03590935936521e-13"
"NA.10335","7.56029431888526e-21","5.91275600833579e-21"
"NA.10336","2.01580295652233e-16","1.04850321464401e-16"
"NA.10337","1.28615606750986e-14","6.9527846531619e-15"
"NA.10338","5.13922560118884e-14","6.1187252075271e-14"
"NA.10339","1.74726514438278e-16","3.00682906625442e-16"
"NA.10340","4.99083820779099e-19","8.65163990626136e-19"
"NA.10341","6.67165940637921e-16","5.40123658203257e-16"
"NA.10342","1.83797371890952e-14","2.14803735962478e-14"
"NA.10343","1.88115754968741e-11","3.12361982611151e-12"
"NA.10344","4.05077698541037e-15","1.95656095518524e-15"
"NA.10345","4.17499222238695e-14","6.43532044410719e-14"
"NA.10346","1.11562951347483e-11","1.26931151544926e-12"
"NA.10347","5.59407153464138e-18","6.22097325927067e-18"
"NA.10348","4.44898097564296e-16","1.83374538498845e-16"
"NA.10349","1.00077152341063e-21","6.85120934087319e-22"
"NA.10350","1.11051846258536e-18","1.52972779599339e-18"
"NA.10351","8.49028837335972e-24","1.60545953215266e-23"
"NA.10352","8.9165326110579e-18","3.96230795437436e-18"
"NA.10353","2.12190966367822e-19","1.58302809328534e-19"
"NA.10354","9.55048088651023e-23","8.24326346225678e-23"
"NA.10355","3.07560619427311e-18","2.77911724944988e-18"
"NA.10356","1.35689699892024e-18","1.06935197082602e-18"
"NA.10357","1.02225419493159e-16","5.98146697917976e-17"
"NA.10358","6.35442326351076e-17","3.38948162845221e-17"
"NA.10359","9.42391278024213e-16","1.08851551151704e-15"
"NA.10360","1.89469776190832e-18","1.08720911185914e-17"
"NA.10361","2.18421343641461e-18","1.57300300278551e-18"
"NA.10362","6.91240575655451e-14","3.89537165679881e-14"
"NA.10363","1.71278465130998e-13","2.09350181301562e-13"
"NA.10364","7.7719393844451e-16","6.78544097998017e-16"
"NA.10365","2.86030889804436e-11","8.48192211779094e-10"
"NA.10366","1.92345669384868e-22","2.04683767414707e-22"
"NA.10367","5.57941068124695e-16","1.54737113930113e-15"
"NA.10368","3.40508578643604e-10","5.13733030993279e-09"
"NA.10369","1.57664762533579e-14","4.47532720716708e-14"
"NA.10370","1.28474540617125e-15","1.85658710125307e-15"
"NA.10371","6.37727807131232e-13","4.72689323439514e-13"
"NA.10372","2.59760377436593e-10","8.20672939603395e-10"
"NA.10373","2.85254239746416e-20","2.14915652895634e-20"
"NA.10374","1.82448261779098e-20","2.08637736151291e-20"
"NA.10375","3.9947039201808e-22","4.60958239148816e-22"
"NA.10376","8.39259048934308e-18","2.4271257365265e-17"
"NA.10377","1.35433083234269e-12","4.39718361705306e-13"
"NA.10378","2.00260634949165e-13","9.4586466272026e-13"
"NA.10379","1.8349111078693e-17","1.43765763349593e-17"
"NA.10380","3.65870341988029e-12","7.35227693108335e-12"
"NA.10381","7.6695185054278e-20","1.46546810268837e-19"
"NA.10382","6.83748544273213e-13","1.09587478741447e-12"
"NA.10383","1.14119287454422e-17","1.08329255958754e-17"
"NA.10384","2.73294586942073e-18","4.31098844716519e-18"
"NA.10385","1.63373529477443e-10","1.52768792802422e-12"
"NA.10386","1.52318132712175e-21","2.77453868114871e-21"
"NA.10387","4.25969794843192e-23","6.74672123299371e-23"
"NA.10388","4.01638627659668e-12","3.32227083385392e-12"
"NA.10389","4.31739188989605e-09","7.34207034178032e-08"
"NA.10390","1.59369505671635e-22","1.26681412179115e-22"
"NA.10391","1.94745576898206e-12","2.51209469028781e-12"
"NA.10392","9.43562268338357e-19","1.13498712410179e-18"
"NA.10393","9.66992459454911e-13","3.07617468046894e-13"
"NA.10394","3.70798362145737e-14","2.52860118585961e-14"
"NA.10395","5.39566690977212e-16","3.16404585212506e-16"
"NA.10396","5.84638974952169e-13","3.60356529500859e-12"
"NA.10397","1.08197991207637e-16","1.20641534806271e-16"
"NA.10398","4.43520771394516e-09","2.50967480389694e-09"
"NA.10399","5.61077750767753e-20","6.39997002864998e-20"
"NA.10400","2.21728110743067e-19","3.23369891971847e-19"
"NA.10401","1.19820519045737e-18","8.58209122193635e-19"
"NA.10402","2.57019818302864e-09","6.77337978149664e-09"
"NA.10403","6.35136598597767e-19","3.96598397661366e-19"
"NA.10404","3.00852350433178e-15","1.43227747832995e-15"
"NA.10405","7.21974920598021e-13","1.68704790635182e-12"
"NA.10406","1.44479755486031e-21","2.01570645088957e-21"
"NA.10407","1.69422566950622e-16","3.71299181591373e-16"
"NA.10408","1.64303993587e-16","8.46529334676035e-17"
"NA.10409","1.3660131810707e-19","1.33415529996707e-19"
"NA.10410","1.76245777053623e-16","3.84461492689037e-16"
"NA.10411","1.95523547468232e-16","1.18585915095265e-16"
"NA.10412","1.79846426664867e-15","1.29271165544931e-15"
"NA.10413","1.30048572036407e-21","1.45610785834799e-21"
"NA.10414","2.05641985837229e-20","3.32871449792541e-20"
"NA.10415","2.71554818612281e-15","7.42624419322621e-15"
"NA.10416","1.12899738280545e-15","4.49757535143973e-16"
"NA.10417","1.28012620319056e-16","6.28059157225957e-17"
"NA.10418","3.39239102301575e-13","7.493657897336e-14"
"NA.10419","3.39514431281176e-11","2.10469448680178e-10"
"NA.10420","2.01622234194243e-19","4.86775210876232e-19"
"NA.10421","1.89546384632416e-12","3.7242554900244e-13"
"NA.10422","1.96111725500177e-20","1.17783527711992e-20"
"NA.10423","7.03916630463076e-14","5.64324147650229e-14"
"NA.10424","7.25711348716392e-13","9.85202269909602e-13"
"NA.10425","5.31446524963763e-12","5.09861895481192e-13"
"NA.10426","1.96495899603663e-13","5.88135026456611e-14"
"NA.10427","6.37155463300487e-20","8.28333475611571e-20"
"NA.10428","3.1006464308316e-13","2.15532851558731e-13"
"NA.10429","1.82309345032963e-16","1.11677386966261e-16"
"NA.10430","1.74037645271274e-10","7.18366758500739e-11"
"NA.10431","5.07943022964425e-12","7.14802314563687e-13"
"NA.10432","2.92522667423011e-25","2.28140363253294e-25"
"NA.10433","1.13933083837091e-11","1.69150156022795e-11"
"NA.10434","3.0620993896731e-12","1.16480722003735e-11"
"NA.10435","2.0634375072921e-08","2.1184925648275e-08"
"NA.10436","1.2720593360646e-18","1.65115027784095e-18"
"NA.10437","7.40276011532849e-13","6.99494844709339e-13"
"NA.10438","2.24011360469172e-13","2.9104359224106e-13"
"NA.10439","8.14664156572571e-11","5.68782783426404e-10"
"NA.10440","1.19381384375744e-15","1.33092076150762e-15"
"NA.10441","2.36172347823186e-15","2.66939315589437e-15"
"NA.10442","1.9193912610811e-12","3.10999376065795e-12"
"NA.10443","1.2991728021312e-09","2.14764600814871e-09"
"NA.10444","1.33906515994981e-20","1.57208199458718e-20"
"NA.10445","1.4851867298111e-11","1.33791814288366e-11"
"NA.10446","4.96063147282947e-20","6.91225063379331e-20"
"NA.10447","1.4498473030714e-20","1.9574756311334e-20"
"NA.10448","2.50155282475772e-16","2.0282600561297e-16"
"NA.10449","6.88861518385082e-22","6.3500946763983e-22"
"NA.10450","6.14103118555064e-16","1.44921689701411e-16"
"NA.10451","2.69183405263672e-16","4.60142882112314e-16"
"NA.10452","2.82727452629885e-10","4.10989814878421e-11"
"NA.10453","8.08169902814279e-14","6.86878698935446e-14"
"NA.10454","3.90957165314861e-18","1.20380996363764e-17"
"NA.10455","4.81419216265898e-16","4.21197468479153e-16"
"NA.10456","3.47843686903048e-13","3.80525982184396e-13"
"NA.10457","3.71191298137049e-16","1.45791716978256e-15"
"NA.10458","2.35771460720491e-13","3.53141967212165e-13"
"NA.10459","8.16556975146684e-22","5.7526404392591e-22"
"NA.10460","1.95680648866093e-13","8.90443341526995e-14"
"NA.10461","4.71851766172013e-10","1.45632382157329e-09"
"NA.10462","5.74287262796261e-14","2.24445545426723e-14"
"NA.10463","5.97627418395316e-16","6.11315821273955e-16"
"NA.10464","1.46613319569347e-19","2.26861755651087e-19"
"NA.10465","3.99750442535762e-17","2.82890379456377e-17"
"NA.10466","2.15220849680778e-16","2.50155282475772e-16"
"NA.10467","1.37028181841175e-17","2.53550547000949e-17"
"NA.10468","1.51079859129171e-18","2.14580170624241e-18"
"NA.10469","3.13417196544403e-09","3.24046352925535e-09"
"NA.10470","3.67649076787148e-16","1.38651099181035e-16"
"NA.10471","6.15825459683205e-22","5.36254777859517e-22"
"NA.10472","1.12721312809374e-10","9.32898079748478e-10"
"NA.10473","5.14913413338779e-21","1.56042753750816e-20"
"NA.10474","3.74798899835785e-17","1.2619238835448e-16"
"NA.10475","2.27032054149853e-13","7.56634759218921e-14"
"NA.10476","9.18255150221816e-15","2.42208985784409e-15"
"NA.10477","2.11893076953847e-13","1.14575489506191e-13"
"NA.10478","7.32016160801177e-18","2.60061928755478e-18"
"NA.10479","1.15557926171833e-20","1.8260474200641e-20"
"NA.10480","4.18056446646881e-17","4.25119364950497e-17"
"NA.10481","6.55730533691497e-10","8.96926628921156e-10"
"NA.10482","8.19286399686659e-17","2.3373754273437e-17"
"NA.10483","2.97247357280736e-14","4.73299893061415e-15"
"NA.10484","5.3236709023124e-21","4.06918427092334e-21"
"NA.10485","3.34254431288911e-14","4.41270102570152e-14"
"NA.10486","2.21217247757824e-15","3.90087397348403e-15"
"NA.10487","2.26479107755966e-18","1.62153412496883e-18"
"NA.10488","6.68914461404619e-18","1.42986053118542e-17"
"NA.10489","6.2271131850872e-12","1.18006399625519e-12"
"NA.10490","2.47997508227619e-14","2.61200650938745e-14"
"NA.10491","2.07620986717761e-16","5.29581173777742e-17"
"NA.10492","1.59555865600023e-21","1.56503515945825e-21"
"NA.10493","2.63410127476151e-11","1.18630119284288e-11"
"NA.10494","4.90549987941944e-19","6.04141750743064e-19"
"NA.10495","4.93152435006846e-15","5.42370827183548e-15"
"NA.10496","7.89711820108739e-11","6.53750383916453e-12"
"NA.10497","3.37042877946773e-09","2.64494200798367e-09"
"NA.10498","3.29077435422188e-15","1.54796222784306e-14"
"NA.10499","4.19687811781441e-12","1.10345324312513e-12"
"NA.10500","1.54923939179253e-15","1.47471908878354e-15"
"NA.10501","1.14859164437712e-15","2.11816705755229e-15"
"NA.10502","4.9039868536381e-19","5.45069156731163e-19"
"NA.10503","8.6489929831293e-13","6.76941602156552e-14"
"NA.10504","8.41704495948423e-11","7.75882013677915e-11"
"NA.10505","8.62964257571216e-13","1.5471484711215e-12"
"NA.10506","5.5660277305354e-22","1.5226648863779e-21"
"NA.10507","9.08337741744756e-11","9.37299701878708e-11"
"NA.10508","2.83231075505161e-20","3.73425429495542e-20"
"NA.10509","8.98510380448802e-19","1.74698418885968e-18"
"NA.10510","7.51155496227981e-18","3.46344004880726e-18"
"NA.10511","3.92584080200548e-19","2.74807386411244e-19"
"NA.10512","4.69508600989485e-21","2.85009892057143e-21"
"NA.10513","4.15274971154261e-16","3.97453576162225e-16"
"NA.10514","9.21035051670824e-21","1.03482871690358e-20"
"NA.10515","1.22751928035426e-13","2.67258420077449e-13"
"NA.10516","1.20447897362106e-12","5.80720962523377e-13"
"NA.10517","1.58338291991715e-16","3.14120802300956e-16"
"NA.10518","5.48522146733973e-13","1.8185751919743e-13"
"NA.10519","2.01283452146727e-16","5.40786506204773e-17"
"NA.10520","7.89763288163873e-08","1.45991731149572e-07"
"NA.10521","8.53582117607201e-13","2.69105686232515e-13"
"NA.10522","1.18087806358305e-12","3.42582134503958e-13"
"NA.10523","7.17785962833978e-15","6.50982632614907e-15"
"NA.10524","3.20683893426825e-22","4.67036400751727e-22"
"NA.10525","4.06129002662107e-15","2.01477110988578e-15"
"NA.10526","1.57072404131041e-14","1.39231024329503e-14"
"NA.10527","2.30773908711772e-09","1.35213623531481e-08"
"NA.10528","1.25067079618742e-17","9.44470440421465e-18"
"NA.10529","2.42158031848002e-10","1.70330060345955e-08"
"NA.10530","2.33899894855651e-16","2.38274846712982e-16"
"NA.10531","4.41008374121034e-22","4.01924672299767e-22"
"NA.10532","2.72388747732686e-19","1.72736540795914e-19"
"NA.10533","1.4069746271157e-23","1.14115944386315e-23"
"NA.10534","5.75445528383814e-22","5.7526404392591e-22"
"NA.10535","2.09503739859833e-16","1.47475998608065e-16"
"NA.10536","3.61964703137782e-12","9.85671728700762e-13"
"NA.10537","1.60810440837512e-20","1.37670850276709e-20"
"NA.10538","1.71963381736872e-11","4.12543595799877e-12"
"NA.10539","5.99872953242848e-12","2.4950390526706e-12"
"NA.10540","1.01076445311013e-19","7.75089569785264e-20"
"NA.10541","8.49668493961582e-17","5.59915503637483e-17"
"NA.10542","1.85330118631482e-12","3.01646291973282e-14"
"NA.10543","2.06362720564763e-13","1.26846708252736e-13"
"NA.10544","8.14938393019732e-16","5.79814089248341e-16"
"NA.10545","7.98739526051934e-13","2.52807822392122e-12"
"NA.10546","1.07862649973799e-15","9.97276254505871e-16"
"NA.10547","8.14089979265625e-20","1.62957989253718e-19"
"NA.10548","5.65448409998712e-15","4.21724860241104e-15"
"NA.10549","4.66377711556076e-13","2.00969069018179e-13"
"NA.10550","1.26953334926478e-09","7.87954500195943e-10"
"NA.10551","1.46177727104032e-12","8.01500584539068e-15"
"NA.10552","1.69995476079257e-10","8.89827070418876e-11"
"NA.10553","3.30460050138501e-16","5.07349743928722e-16"
"NA.10554","5.18844754249156e-10","3.93823636787745e-11"
"NA.10555","3.24067595288064e-12","6.06629254659301e-12"
"NA.10556","3.21320877075836e-14","9.75789734655178e-15"
"NA.10557","1.42297030284881e-13","1.36084836492383e-13"
"NA.10558","2.62153892032463e-19","3.33447355746129e-19"
"NA.10559","6.09318602299387e-19","6.17493963485004e-19"
"NA.10560","9.39944853502022e-19","1.06269735204805e-18"
"NA.10561","1.37722654986353e-21","1.55196736069268e-21"
"NA.10562","1.70754714615113e-16","2.02678772824962e-16"
"NA.10563","1.83777664239074e-17","1.44399817480569e-17"
"NA.10564","2.3443377465005e-15","8.59649332892572e-16"
"NA.10565","2.75547032763363e-14","5.29622515646994e-14"
"NA.10566","1.48024985514129e-13","2.44233739498332e-13"
"NA.10567","3.73283093693579e-16","2.0399706980226e-16"
"NA.10568","5.06817634333687e-19","1.58011025721482e-19"
"NA.10569","2.1065428831628e-18","2.11048610862323e-18"
"NA.10570","3.81997522263447e-16","1.29615068968842e-16"
"NA.10571","3.68932635161799e-23","2.9795680900081e-23"
"NA.10572","2.27044923596262e-18","1.36951979915914e-18"
"NA.10573","1.15709543870388e-15","6.7523926165447e-16"
"NA.10574","1.08592891293133e-11","1.55142576280938e-12"
"NA.10575","2.3101445825241e-17","1.79583376826783e-17"
"NA.10576","8.93141494723673e-17","6.855647860208e-17"
"NA.10577","7.09830265000498e-16","7.03201859985963e-16"
"NA.10578","6.89599449856279e-18","6.11388503785882e-18"
"NA.10579","3.96070362188429e-17","3.67957917318092e-17"
"NA.10580","1.17719832304768e-15","6.56604548683054e-16"
"NA.10581","5.45029212839465e-13","3.42730298859359e-14"
"NA.10582","1.8470574936062e-18","1.96934926857625e-18"
"NA.10583","1.49944638053737e-14","3.57948465228402e-14"
"NA.10584","7.87309706844771e-19","1.80939725257052e-18"
"NA.10585","3.87688452896432e-16","3.04770896684234e-16"
"NA.10586","5.44777957199849e-18","2.85473637629448e-18"
"NA.10587","1.78710353857242e-17","5.39825069718891e-17"
"NA.10588","6.11295701144128e-16","1.91555553746739e-16"
"NA.10589","5.46123291845703e-15","9.2886536947914e-15"
"NA.10590","4.84385400968546e-11","3.02457123931116e-11"
"NA.10591","1.36162887549734e-17","1.0818277671716e-17"
"NA.10592","5.55977187671009e-21","8.38756069856202e-21"
"NA.10593","7.93965803711423e-17","2.46766785117634e-16"
"NA.10594","3.63546091876448e-18","2.47558783721713e-18"
"NA.10595","3.74770911458775e-12","7.67917050636383e-13"
"NA.10596","1.81318644850854e-10","9.94228112471685e-11"
"NA.10597","1.57377968546109e-16","3.11666487767679e-15"
"NA.10598","1.88420904959032e-16","9.79210324396878e-17"
"NA.10599","1.20864104072625e-13","5.86477725299891e-14"
"NA.10600","2.64801243155762e-13","2.05590753416415e-12"
"NA.10601","1.31302542443452e-12","1.69612131637257e-12"
"NA.10602","6.02794313410293e-13","4.17618238182172e-13"
"NA.10603","6.806457122639e-12","1.20320647976786e-12"
"NA.10604","7.55146075946632e-15","1.02485664175742e-14"
"NA.10605","4.69694688867468e-11","1.9576395741549e-10"
"NA.10606","3.31825829363849e-14","1.38616374046367e-14"
"NA.10607","6.58391185690836e-16","1.34695851368271e-16"
"NA.10608","7.11655071598788e-15","1.47651102199779e-14"
"NA.10609","1.86749613745849e-20","2.06484513428984e-20"
"NA.10610","7.76547365495787e-16","1.37768249137817e-15"
"NA.10611","1.88641382941015e-13","2.20536339561225e-13"
"NA.10612","1.71692898680134e-17","1.02442709530601e-17"
"NA.10613","2.94976619248018e-10","1.31425307619203e-10"
"NA.10614","4.96999226790952e-12","1.04458404034315e-11"
"NA.10615","9.02303138417163e-14","1.37305825698263e-13"
"NA.10616","3.51728911231786e-14","2.99227824486804e-14"
"NA.10617","6.29392676462692e-17","5.22330235491109e-17"
"NA.10618","1.00815286941524e-14","1.87719276805375e-14"
"NA.10619","4.54384786285395e-15","1.66456645453135e-14"
"NA.10620","2.42043781067037e-11","9.31700453051065e-12"
"NA.10621","6.86346177667354e-13","3.78307939768852e-13"
"NA.10622","2.96536611904673e-19","7.81765312158717e-19"
"NA.10623","1.68262205267956e-19","2.33054853201478e-19"
"NA.10624","1.12744708220378e-18","2.37959778457406e-18"
"NA.10625","1.84844012644145e-18","2.0200523318262e-18"
"NA.10626","4.7412122163073e-15","7.56857892463465e-15"
"NA.10627","2.07840557049616e-15","2.07076799804999e-15"
"NA.10628","2.15447143317628e-15","4.43948084263992e-16"
"NA.10629","2.49252401250187e-14","6.00875555803166e-14"
"NA.10630","7.85831594831316e-16","2.34612749299762e-16"
"NA.10631","4.78873494766912e-13","2.55230470346468e-13"
"NA.10632","1.36425747291547e-14","2.2516969936876e-15"
"NA.10633","6.29550526169991e-16","1.86627728824012e-15"
"NA.10634","2.48711017923462e-14","4.22695783338632e-14"
"NA.10635","1.36835148474951e-14","1.30645339233807e-14"
"NA.10636","1.62252537145297e-20","3.22509623856087e-20"
"NA.10637","2.4911853466343e-20","3.82061230075898e-20"
"NA.10638","9.29413048892297e-16","1.5684730508076e-15"
